id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Epha3	81	0.0082352	0.07843	0.628748	43	25	0.15793	0.19384	0.66604	0.975677	227	37	0.15793
Ep300	71	0.0083437	0.076839	0.626429	44	29	0.018606	0.27664	0.76319	0.995946	285	30	0.018606
Arhgap35	7	0.0084872	0.037029	0.456938	45	6	-0.55589	0.98847	0.98829	0.999935	477	0	-0.55589
Fgf3	26	0.0086315	0.05949	0.559395	46	12	-0.24046	0.13836	0.46726	0.968919	189	11	-0.24046
Negr1	26	0.0087981	0.060475	0.559395	47	9	-0.083118	0.46531	0.83926	0.999935	357	11	-0.083118
Rbm10	91	0.0089572	0.08789	0.681857	48	32	0.015553	0.028421	0.21761	0.934784	68	39	0.015553
Pik3r1	25	0.010344	0.068145	0.604424	49	10	-0.26672	0.14465	0.47918	0.968919	193	7	-0.26672
Fanca	9	0.010478	0.048886	0.534417	50	6	-0.78555	0.32791	0.62077	0.973805	310	3	-0.78555
Gna11	21	0.011301	0.071258	0.604424	51	12	-0.62533	0.21214	0.57526	0.973805	244	8	-0.62533
Lats2	21	0.012307	0.07647	0.626429	52	9	-0.060463	0.45467	0.81738	0.999935	355	8	-0.060463
Zfhx3	162	0.012547	0.11265	0.752558	53	52	0.14113	0.12363	0.54287	0.973805	181	72	0.14113
Cyld	7	0.01274	0.053253	0.549392	54	5	-0.62836	0.87233	0.9367	0.999935	447	1	-0.62836
Mst1r	13	0.013801	0.071626	0.604424	55	8	-0.70557	0.41472	0.73664	0.984393	344	3	-0.70557
Ctcf	44	0.013961	0.10255	0.736235	56	23	-0.38918	0.33626	0.78532	0.999935	316	14	-0.38918
Erbb3	51	0.013996	0.1076	0.739815	57	20	-0.12118	0.18249	0.61097	0.973805	218	18	-0.12118
Mpeg1	3	0.014105	0.036572	0.456938	58	3	-1.1313	0.98589	0.98586	0.999935	475	0	-1.1313
Wt1	39	0.015131	0.10586	0.739815	59	19	-0.36693	0.32551	0.76611	0.995946	308	14	-0.36693
Axin1	40	0.015782	0.1097	0.74321	60	21	-0.32844	0.1033	0.42876	0.968919	159	12	-0.32844
Map2k2	17	0.017191	0.091342	0.6947	61	4	0.10224	0.088659	0.32077	0.968919	141	8	0.10224
Alox12b	14	0.017257	0.086607	0.681857	62	9	-0.64837	0.19059	0.50057	0.968919	223	3	-0.64837
Ret	24	0.018488	0.10767	0.739815	63	8	0.028666	0.02127	0.12575	0.894209	61	9	0.028666
Erbb2	44	0.019751	0.13357	0.796038	64	21	-0.25205	0.19986	0.6276	0.973805	232	14	-0.25205
Klf4	12	0.020682	0.093878	0.6947	65	8	-0.66314	0.13136	0.379	0.968919	184	4	-0.66314
Fgfr1	29	0.02269	0.13163	0.796038	66	11	-0.20422	0.55498	0.89618	0.999935	386	8	-0.20422
Kit	24	0.02341	0.12981	0.796038	67	12	-0.35818	0.39656	0.78445	0.999935	337	10	-0.35818
Tsc1	44	0.024082	0.1549	0.843476	68	23	-0.37337	0.087834	0.39556	0.968919	140	18	-0.37337
Lmo1	8	0.025885	0.097728	0.71223	69	5	-0.55125	0.21615	0.47854	0.968919	247	2	-0.55125
Trp53bp1	19	0.026879	0.1342	0.796038	70	6	0.29583	0.3717	0.74206	0.985996	326	9	0.29583
Phox2b	26	0.028201	0.15205	0.843476	71	13	-0.37921	0.81703	0.97646	0.999935	435	9	-0.37921
Pdgfrb	44	0.029305	0.17906	0.926095	72	20	-0.01862	0.0074143	0.064772	0.716344	28	16	-0.01862
Inpp4b	13	0.030487	0.13159	0.796038	73	4	-0.10686	0.058985	0.22639	0.934784	115	5	-0.10686
Bcl10	1	0.031831	0.031807	0.456938	74	1	-3.3041	0.96817	0.96868	0.999935	470	0	-3.3041
Pdgfra	55	0.034042	0.21206	0.992132	75	24	-0.017806	0.68064	0.96771	0.999935	416	18	-0.017806
Pak1	17	0.034385	0.15535	0.843476	76	8	-0.34076	0.085203	0.31227	0.968919	135	6	-0.34076
Ppp2r1a	42	0.036594	0.20378	0.992132	77	17	0.0064184	0.33262	0.77748	0.999917	314	19	0.0064184
Ar	71	0.036796	0.23545	0.992132	78	34	-0.286	0.25384	0.73721	0.984393	274	26	-0.286
Rhoa	12	0.037357	0.15194	0.843476	79	7	-0.57405	0.90888	0.97451	0.999935	453	3	-0.57405
Runx1t1	3	0.038246	0.092605	0.6947	80	3	-0.56723	0.96175	0.96141	0.999935	468	0	-0.56723
Tbx3	58	0.039216	0.23683	0.992132	81	27	-0.054232	0.52774	0.92098	0.999935	378	22	-0.054232
Hist1h3a	7	0.039396	0.12977	0.796038	82	3	-0.14242	0.49563	0.72046	0.984393	371	2	-0.14242
Men1	39	0.039966	0.22007	0.992132	83	14	0.057489	0.028959	0.18226	0.934784	69	19	0.057489
Ppm1d	5	0.040094	0.11558	0.761585	84	3	-1.2246	0.42187	0.62542	0.973805	349	2	-1.2246
Slx4	6	0.041758	0.12804	0.796038	85	2	0.49419	0.035925	0.12113	0.882811	79	3	0.49419
Rps6ka4	46	0.041819	0.2339	0.992132	86	21	-0.33521	0.10936	0.45434	0.968919	166	18	-0.33521
Pak7	21	0.042071	0.19681	0.975953	87	11	-0.51137	0.9368	0.99328	0.999935	462	6	-0.51137
Kdm5c	58	0.042423	0.24966	0.992132	88	26	-0.23434	0.010454	0.092486	0.837987	35	19	-0.23434
Ros1	52	0.042585	0.24292	0.992132	89	20	0.088623	0.20124	0.6398	0.973805	235	23	0.088623
Amer1	39	0.042631	0.2303	0.992132	90	18	-0.28594	0.41312	0.83773	0.999935	341	17	-0.28594
Egfr	61	0.043597	0.25658	0.992132	91	17	0.2326	0.24579	0.71678	0.984393	270	28	0.2326
Crebbp	117	0.043922	0.27993	0.992132	92	38	0.092549	0.19379	0.67398	0.980571	226	53	0.092549
Cdkn2a	25	0.045242	0.21457	0.992132	93	8	0.022948	0.23622	0.62613	0.973805	262	9	0.022948
Rxra	21	0.045351	0.20815	0.992132	94	12	-0.56758	0.44354	0.81002	0.999935	354	8	-0.56758
Keap1	75	0.045816	0.27844	0.992132	95	35	-0.18885	0.086363	0.43273	0.968919	138	31	-0.18885
Notch1	138	0.046316	0.29029	0.992132	96	58	0.017603	0.50081	0.92741	0.999935	374	52	0.017603
Cic	67	0.047415	0.2795	0.992132	97	29	-0.041915	0.55518	0.93819	0.999935	387	26	-0.041915
Cdkn1a	1	0.047916	0.04822	0.534417	98	1	-1.8616	0.95208	0.9526	0.999935	467	0	-1.8616
Tmprss2	7	0.048409	0.15337	0.843476	99	5	-0.67962	0.98807	0.98793	0.999935	476	0	-0.67962
Plk2	13	0.048977	0.18869	0.9454	100	8	-0.5574	0.37519	0.70288	0.984393	327	4	-0.5574
Arid1b	74	0.051722	0.29856	0.993714	101	22	0.39562	0.049325	0.30148	0.968919	100	39	0.39562
Ctr9	1	0.052069	0.052278	0.549392	102	1	-2.5069	0.94793	0.94817	0.999935	465	0	-2.5069
Ntrk3	78	0.052492	0.3061	0.999726	103	25	0.082541	0.034266	0.23904	0.934784	77	37	0.082541
Bard1	4	0.054337	0.13132	0.796038	104	3	-0.86031	0.92758	0.92715	0.999935	459	0	-0.86031
Vtcn1	1	0.055845	0.056019	0.549897	105	1	-2.4833	0.94415	0.94439	0.999935	464	0	-2.4833
Smarcd1	14	0.055957	0.21099	0.992132	106	7	-0.44941	0.0067095	0.04258	0.716344	27	5	-0.44941
Mtor	108	0.056776	0.33225	0.999726	107	47	-0.076871	0.018352	0.15761	0.934784	55	46	-0.076871
Esr1	39	0.057008	0.28012	0.992132	108	17	0.07191	0.15459	0.53774	0.973805	200	17	0.07191
Errfi1	7	0.057473	0.17666	0.923627	109	4	-0.40845	0.16397	0.38124	0.968919	207	3	-0.40845
H3f3a	1	0.058413	0.058744	0.559395	110	1	-2.7414	0.94159	0.94202	0.999935	463	0	-2.7414
Phf6	6	0.058878	0.1644	0.876991	111	3	-0.72603	0.4807	0.70092	0.984393	368	2	-0.72603
Foxa1	35	0.059201	0.28198	0.992132	112	11	0.13362	0.19787	0.60409	0.973805	230	15	0.13362
Mga	46	0.059326	0.29587	0.993714	113	11	0.65714	0.003603	0.036034	0.716344	17	27	0.65714
Tshr	22	0.060826	0.25798	0.992132	114	8	-0.11246	0.69045	0.93677	0.999935	418	5	-0.11246
Gli1	17	0.06093	0.23731	0.992132	115	6	0.078256	0.33298	0.69203	0.981913	315	7	0.078256
Ctnnb1	52	0.061255	0.31295	0.999726	116	24	-0.17662	0.478	0.89261	0.999935	366	20	-0.17662
Csf1r	27	0.061643	0.27486	0.992132	117	12	-0.14923	0.20248	0.58944	0.973805	236	10	-0.14923
Ercc4	18	0.061714	0.24423	0.992132	118	9	-0.42117	0.27402	0.63626	0.973805	283	6	-0.42117
Mitf	37	0.061846	0.2929	0.992132	119	13	0.36342	0.015867	0.11447	0.848252	50	18	0.36342
Hnf1a	34	0.063323	0.28923	0.992132	120	14	-0.15037	0.40721	0.81978	0.999935	340	13	-0.15037
Fgf15	1	0.064378	0.064872	0.588742	121	1	-1.4079	0.93562	0.93593	0.999935	460	0	-1.4079
Rac1	12	0.070022	0.23703	0.992132	122	4	0.23855	0.27869	0.59525	0.973805	287	6	0.23855
Sesn2	14	0.070856	0.25018	0.992132	123	7	-0.11924	0.37997	0.72066	0.984393	328	7	-0.11924
Tnfaip3	13	0.073468	0.25238	0.992132	124	6	0.060348	0.19289	0.49238	0.968919	225	4	0.060348
Tmem127	15	0.073735	0.26397	0.992132	125	7	-0.26141	0.21727	0.54589	0.973805	249	3	-0.26141
Csde1	17	0.075457	0.274	0.992132	126	7	0.35328	0.029335	0.14508	0.934784	70	9	0.35328
Yes1	7	0.077272	0.21908	0.992132	127	3	-0.23754	0.011834	0.050896	0.716344	39	1	-0.23754
Srsf2	14	0.079089	0.27146	0.992132	128	7	-0.2425	0.086283	0.30456	0.968919	137	6	-0.2425
Ankrd11	35	0.080561	0.34472	0.999726	129	15	-0.11812	0.25237	0.67872	0.980571	273	12	-0.11812
Pik3r3	8	0.080828	0.23232	0.992132	130	4	-0.49308	0.86575	0.93588	0.999935	444	2	-0.49308
Pik3ca	64	0.081153	0.38795	0.999726	131	15	0.20412	0.24343	0.71661	0.984393	269	28	0.20412
Cdkn2b	4	0.082467	0.18259	0.934312	132	3	-0.96244	0.23937	0.41902	0.968919	265	1	-0.96244
Pim1	56	0.082555	0.38498	0.999726	133	21	0.0096676	0.18261	0.619	0.973805	219	26	0.0096676
Eif4e	3	0.083801	0.16592	0.876991	134	2	-1.7207	0.47574	0.57969	0.973805	365	1	-1.7207
Rps6kb2	8	0.083959	0.23915	0.992132	135	4	-0.30921	0.93577	0.96511	0.999935	461	1	-0.30921
Mdm4	2	0.086052	0.14778	0.843476	136	2	-0.93005	0.91395	0.91366	0.999935	455	0	-0.93005
Drosha	42	0.086367	0.36911	0.999726	137	19	-0.26461	0.66043	0.95395	0.999935	410	13	-0.26461
Mapk1	8	0.089774	0.25141	0.992132	138	5	-0.52013	0.1214	0.32269	0.968919	177	2	-0.52013
Fgfr3	43	0.090024	0.38476	0.999726	139	19	-0.27694	0.067237	0.33188	0.968919	124	15	-0.27694
Grin2a	159	0.090372	0.44294	0.999726	140	61	-0.031438	0.1347	0.56658	0.973805	188	67	-0.031438
Dicer1	28	0.091609	0.35557	0.999726	141	12	-0.30726	0.093424	0.37579	0.968919	144	10	-0.30726
Nf1	138	0.09272	0.44907	0.999726	142	57	-0.035532	0.095698	0.47191	0.968919	148	55	-0.035532
Rnf43	47	0.093086	0.3992	0.999726	143	13	0.24374	0.3382	0.79077	0.999935	317	21	0.24374
Cd79a	7	0.093882	0.24841	0.992132	144	2	0.23051	0.60108	0.79939	0.999935	397	3	0.23051
Sox2	18	0.09639	0.33057	0.999726	145	8	-0.31007	0.32452	0.69445	0.982444	307	6	-0.31007
Nf2	31	0.096621	0.37509	0.999726	146	13	0.18997	0.069535	0.31576	0.968919	126	15	0.18997
Pten	18	0.097548	0.33293	0.999726	147	9	0.22846	0.020949	0.11251	0.848252	59	9	0.22846
Mlh1	26	0.097604	0.36169	0.999726	148	13	-0.34641	0.33146	0.73358	0.984393	313	9	-0.34641
Acvr1	22	0.098038	0.35234	0.999726	149	10	-0.23111	0.89447	0.988	0.999935	450	6	-0.23111
Runx1	57	0.09808	0.42659	0.999726	150	24	-0.11876	0.25914	0.72738	0.984393	276	23	-0.11876
Cdkn1b	3	0.098206	0.18539	0.93868	151	1	1.6633	0.077753	0.17758	0.934784	130	2	1.6633
Med12	69	0.099196	0.44266	0.999726	152	31	-0.25959	0.69591	0.97523	0.999935	419	22	-0.25959
Arid2	73	0.10087	0.45213	0.999726	153	31	-0.17125	0.20002	0.66735	0.975677	233	25	-0.17125
Trp53	109	0.10102	0.47217	0.999726	154	40	0.15034	0.10651	0.50104	0.968919	163	51	0.15034
Kras	13	0.10132	0.31302	0.999726	155	7	-0.49504	0.70627	0.91199	0.999935	422	5	-0.49504
safe_target	313	0.10406	0.48036	0.999726	156	99	0.41557	0.00027271	0.0045509	0.364833	4	162	0.41557
Cdh1	35	0.10443	0.40799	0.999726	157	17	-0.29369	0.11446	0.44626	0.968919	167	13	-0.29369
Mdc1	8	0.10947	0.2917	0.992132	158	4	-0.31954	0.30664	0.57334	0.973805	300	3	-0.31954
Tcf3	13	0.11009	0.33101	0.999726	159	6	-0.19575	0.70013	0.90899	0.999935	421	3	-0.19575
Kdr	58	0.1117	0.46266	0.999726	160	17	0.37053	0.0057317	0.056407	0.716344	22	30	0.37053
Lats1	28	0.11196	0.40446	0.999726	161	11	0.11016	0.10425	0.40115	0.968919	160	13	0.11016
Pik3cd	43	0.11341	0.44351	0.999726	162	20	-0.13448	0.21165	0.64178	0.973805	243	18	-0.13448
Prkci	6	0.11415	0.27385	0.992132	163	4	-0.67772	0.77352	0.87202	0.999935	429	1	-0.67772
Araf	37	0.11578	0.438	0.999726	164	12	0.46475	0.055081	0.28373	0.968919	108	19	0.46475
Atr	40	0.11617	0.44463	0.999726	165	18	-0.099122	0.11455	0.45646	0.968919	168	18	-0.099122
Jun	4	0.11921	0.24798	0.992132	166	2	-0.18308	0.35175	0.51671	0.968974	323	2	-0.18308
Prdm14	17	0.12048	0.37843	0.999726	167	9	-0.39207	0.0032046	0.023033	0.716344	15	5	-0.39207
Fh1	18	0.12174	0.38321	0.999726	168	9	-0.30852	0.16592	0.4836	0.968919	209	5	-0.30852
Prex2	51	0.12185	0.4768	0.999726	169	18	0.36227	0.020964	0.15295	0.934784	60	25	0.36227
Foxl2	14	0.12761	0.37224	0.999726	170	5	-0.10809	0.13411	0.40145	0.968919	185	3	-0.10809
Akt1	20	0.12817	0.40705	0.999726	171	9	-0.12299	0.8853	0.98312	0.999935	448	5	-0.12299
Sdhaf2	4	0.12835	0.26356	0.992132	172	3	-0.49991	0.92131	0.92074	0.999935	456	0	-0.49991
Tdpoz8	3	0.13084	0.22706	0.992132	173	2	-0.76619	0.72373	0.73566	0.984393	426	1	-0.76619
Bcl2	25	0.13319	0.43771	0.999726	174	10	-0.050803	0.24748	0.64029	0.973805	271	8	-0.050803
Shoc2	1	0.13521	0.13571	0.796038	175	1	-1.3416	0.86479	0.866	0.999935	443	0	-1.3416
Fgfr2	54	0.13746	0.51289	0.999726	176	20	0.0053462	0.039174	0.24303	0.941133	85	23	0.0053462
Fgf4	13	0.1432	0.39567	0.999726	177	2	0.42257	0.043759	0.18371	0.934784	91	7	0.42257
Rac2	11	0.14375	0.37899	0.999726	178	5	-0.046419	0.42162	0.72372	0.984393	348	5	-0.046419
Gna13	5	0.1466	0.29956	0.993714	179	3	-0.86628	0.96303	0.96327	0.999935	469	0	-0.86628
Smyd3	13	0.14673	0.40264	0.999726	180	6	-0.13676	0.35114	0.68159	0.980571	322	5	-0.13676
Irs2	55	0.14798	0.54003	0.999726	181	22	0.169	0.00016524	0.0024719	0.273206	3	27	0.169
Map2k4	30	0.14798	0.48396	0.999726	182	12	0.23414	0.1443	0.49645	0.968919	192	14	0.23414
Dnmt3a	107	0.15358	0.5899	0.999726	183	45	-0.095426	0.10162	0.48815	0.968919	155	44	-0.095426
Sesn1	1	0.15659	0.15607	0.843476	184	1	-1.3785	0.84341	0.84437	0.999935	439	0	-1.3785
Pot1b	3	0.15734	0.2601	0.992132	185	1	-0.0028202	0.86167	0.86237	0.999935	442	0	-0.0028202
Gnaq	4	0.15796	0.30347	0.999726	186	2	-0.50603	0.6991	0.76578	0.995946	420	1	-0.50603
Smad2	18	0.16059	0.4564	0.999726	187	5	-0.1319	0.89598	0.98341	0.999935	451	3	-0.1319
Traf2	10	0.16446	0.40325	0.999726	188	5	-0.20102	0.12289	0.34918	0.968919	179	4	-0.20102
Notch2	81	0.16547	0.60026	0.999726	189	31	-0.092103	0.23865	0.72849	0.984393	264	29	-0.092103
Msh6	18	0.16672	0.46788	0.999726	190	4	0.19806	0.16966	0.49063	0.968919	213	8	0.19806
Nfe2l2	14	0.16917	0.44465	0.999726	191	7	-0.014579	0.052177	0.21101	0.934784	103	5	-0.014579
Mapkap1	8	0.16939	0.38525	0.999726	192	3	-0.06626	0.16053	0.39036	0.968919	205	2	-0.06626
Kmt2a	80	0.16976	0.60786	0.999726	193	31	0.076424	0.044759	0.28642	0.968919	94	32	0.076424
Rb1	67	0.16985	0.59681	0.999726	194	27	-0.086633	0.19453	0.65274	0.975677	228	28	-0.086633
Wwtr1	9	0.17233	0.40321	0.999726	195	4	-0.014384	0.16025	0.40132	0.968919	204	3	-0.014384
Yap1	9	0.17323	0.40467	0.999726	196	5	-0.33402	0.080873	0.2514	0.944696	133	2	-0.33402
B2m	3	0.17605	0.28366	0.992132	197	2	-1.2112	0.017007	0.043704	0.716344	52	1	-1.2112
Ercc5	8	0.18034	0.39982	0.999726	198	4	-0.36491	0.23829	0.50245	0.968919	263	3	-0.36491
Nkx3-1	11	0.18037	0.4429	0.999726	199	6	-0.29791	0.20715	0.49276	0.968919	239	4	-0.29791
Tgfbr2	28	0.1812	0.53709	0.999726	200	10	0.15389	0.53572	0.88732	0.999935	383	12	0.15389
Btg1	13	0.1848	0.46336	0.999726	201	4	-0.12397	0.24041	0.55809	0.973805	267	4	-0.12397
Rras	9	0.18812	0.42874	0.999726	202	4	-0.31847	0.88996	0.95359	0.999935	449	2	-0.31847
Plcg1	6	0.18913	0.37944	0.999726	203	3	-0.40387	0.79468	0.88539	0.999935	431	2	-0.40387
Ntrk2	45	0.19028	0.59209	0.999726	204	19	-0.21355	0.10163	0.43221	0.968919	156	13	-0.21355
Fbxw7	60	0.19243	0.62388	0.999726	205	22	-0.011777	0.11727	0.49515	0.968919	173	25	-0.011777
Prkar1a	12	0.19521	0.46599	0.999726	206	4	0.4953	0.14598	0.40554	0.968919	195	7	0.4953
Bcr	4	0.19591	0.34247	0.999726	207	2	-0.33049	0.9254	0.92511	0.999935	458	0	-0.33049
Fat1	108	0.2016	0.66995	0.999726	208	34	0.25016	0.014613	0.13321	0.902453	45	52	0.25016
Nup93	24	0.20259	0.55439	0.999726	209	8	0.079489	0.38324	0.77368	0.999917	330	8	0.079489
Igf1	10	0.20264	0.45807	0.999726	210	3	0.24414	0.27028	0.56596	0.973805	281	4	0.24414
Rara	38	0.2031	0.59919	0.999726	211	14	0.22215	0.17488	0.57026	0.973805	214	19	0.22215
Malt1	16	0.20678	0.51948	0.999726	212	5	0.10921	0.27864	0.62571	0.973805	286	8	0.10921
Pparg	20	0.20679	0.54024	0.999726	213	4	0.48743	0.019151	0.11018	0.848252	57	12	0.48743
Gata1	16	0.20768	0.52058	0.999726	214	6	0.12399	0.4725	0.80152	0.999935	362	7	0.12399
Srcap	3	0.20814	0.32322	0.999726	215	2	-0.58999	0.38558	0.53369	0.973805	333	1	-0.58999
Inpp4a	56	0.21097	0.64693	0.999726	216	23	-0.13408	0.22729	0.68597	0.980571	256	22	-0.13408
Pik3c3	19	0.21102	0.54164	0.999726	217	7	0.57693	0.056802	0.24849	0.941133	111	10	0.57693
Lztr1	6	0.21204	0.40661	0.999726	218	3	-0.56389	0.18473	0.39834	0.968919	220	2	-0.56389
Smad4	55	0.21548	0.65209	0.999726	219	20	0.041456	0.094155	0.43167	0.968919	145	23	0.041456
Cdk8	19	0.21732	0.55119	0.999726	220	7	0.079218	0.11611	0.3955	0.968919	169	8	0.079218
Msi1	12	0.2201	0.50341	0.999726	221	4	0.102	0.52966	0.81069	0.999935	379	5	0.102
Cebpa	6	0.22154	0.41758	0.999726	222	3	-0.51213	0.57801	0.76013	0.995946	392	2	-0.51213
Asxl2	28	0.22245	0.59771	0.999726	223	9	0.48039	0.033585	0.18605	0.934784	75	17	0.48039
Rab35	10	0.22425	0.48903	0.999726	224	5	-0.31733	0.76368	0.91318	0.999935	427	3	-0.31733
Ppp6c	12	0.22446	0.50971	0.999726	225	4	-0.0016417	0.66829	0.88874	0.999935	414	4	-0.0016417
Hras	15	0.22691	0.53907	0.999726	226	7	-0.31217	0.64062	0.89398	0.999935	406	5	-0.31217
Braf	30	0.22713	0.61097	0.999726	227	12	-0.026691	0.036713	0.20281	0.934784	81	13	-0.026691
Shq1	2	0.23057	0.2904	0.992132	228	1	-0.15029	0.2311	0.32268	0.968919	259	1	-0.15029
Pax5	39	0.2324	0.64453	0.999726	229	8	1.0271	5.2234e-05	0.00083061	0.199761	1	26	1.0271
Ccne1	1	0.23286	0.23283	0.992132	230	1	-1.2586	0.76714	0.76892	0.996898	428	0	-1.2586
Pgr	22	0.23426	0.59019	0.999726	231	6	0.34001	0.046498	0.22409	0.934784	95	11	0.34001
Arid5b	35	0.24015	0.645	0.999726	232	14	-0.056956	0.20302	0.61121	0.973805	237	16	-0.056956
Trp63	81	0.24331	0.7179	0.999726	233	24	0.24686	0.030506	0.21984	0.934784	71	37	0.24686
Tert	14	0.24867	0.55963	0.999726	234	6	0.24735	0.096367	0.32501	0.968919	149	7	0.24735
Ikzf1	74	0.25266	0.72222	0.999726	235	28	-0.099304	0.005593	0.058297	0.716344	20	30	-0.099304
Traf7	33	0.25284	0.65284	0.999726	236	10	0.28308	0.0011766	0.0122	0.682688	9	16	0.28308
Met	37	0.25444	0.67161	0.999726	237	11	0.11584	0.10213	0.42207	0.968919	157	16	0.11584
Axin2	23	0.25611	0.62161	0.999726	238	10	-0.0067078	0.2707	0.65928	0.975677	282	9	-0.0067078
Prdm1	28	0.25661	0.64123	0.999726	239	9	0.49657	0.015522	0.10386	0.837987	47	16	0.49657
Smarca2	12	0.25845	0.55664	0.999726	240	3	0.11901	0.34343	0.6645	0.975677	320	4	0.11901
